"run","random_seed","tick","MeatNeedMean (MNM)","VegNeedMean (VNM) "
1,517593200,1.0,1.2321457899679518,4.620186296362238
1,517593200,11.0,1.0177135223346925,3.55604661215643
1,517593200,21.0,0.9177317614394237,3.1349367598984594
1,517593200,31.0,0.8874155284683232,2.9056172673048506
1,517593200,41.0,0.8683850559725977,2.7182035457509857
1,517593200,51.0,0.8590740560285631,2.638464329282051
1,517593200,61.0,0.8612573086717142,2.539707962252645
1,517593200,71.0,0.8633187371821582,2.46119144415136
1,517593200,81.0,0.864661143704786,2.430203484713739
1,517593200,91.0,0.8629359162481652,2.413319654325893
1,517593200,101.0,0.8624924349965788,2.4345434419103493
1,517593200,111.0,0.8610988733055575,2.53835045738008
1,517593200,121.0,0.8679857174523264,2.635655099007363
1,517593200,131.0,0.8741770781283235,2.7535086086250664
1,517593200,141.0,0.8919534503674188,2.7401415531038245
1,517593200,151.0,0.9095933673746718,1.3800284982167192
1,517593200,161.0,0.9133279223615829,1.1900542401173355
1,517593200,171.0,0.9021325663491694,1.1122122749760974
1,517593200,181.0,0.8950062925201856,1.052511275251757
1,517593200,191.0,0.8882574572736419,0.9849276759640592
1,517593200,201.0,0.876809339584006,0.9537440663430377
1,517593200,211.0,0.8779512252572784,0.901669695648126
1,517593200,221.0,0.8885092628836265,0.8500692341131779
1,517593200,231.0,0.900069981331051,0.8062826556846492
1,517593200,241.0,0.8726627928048278,0.7985972029041426
1,517593200,251.0,0.8348502896183633,0.8283250883198233
1,517593200,261.0,0.8370235535098983,0.7972129606468256
1,517593200,271.0,0.8342249843661251,0.7759101153988203
1,517593200,281.0,0.8412502762944138,0.7453141078174492
1,517593200,291.0,0.8390192660962197,0.729948976060622
1,517593200,301.0,0.8389450146034407,0.7116699178008297
1,517593200,311.0,0.8212433988621471,0.7190292005788564
1,517593200,321.0,0.8164046449873352,0.7082034955331851
1,517593200,331.0,0.8161345191246082,0.6956309899046981
1,517593200,341.0,0.8083509327293827,0.6915286284053146
1,517593200,351.0,0.8036956971439856,0.6869371298028596
1,517593200,361.0,0.8115314701809704,0.6696547695380067
1,517593200,371.0,0.7949625912489545,0.6812719293513543
1,517593200,381.0,0.8012330385148344,0.6649226813362116
1,517593200,391.0,0.8044423441462908,0.6559523771669985
1,517593200,401.0,0.8073848057398821,0.6490796789924481
1,517593200,411.0,0.8060943311849486,0.6441702494301799
1,517593200,421.0,0.8094426558780302,0.633382639609218
1,517593200,431.0,0.8143410956853102,0.6278177482394972
1,517593200,441.0,0.8349025387338175,0.6102617650968915
1,517593200,451.0,0.8461461158595559,0.6001555997184914
1,517593200,461.0,0.8334705507650433,0.6005807808120347
1,517593200,471.0,0.843200071748597,0.5934133857660039
1,517593200,481.0,0.8605654575235145,0.5858060937982573
1,517593200,491.0,0.8596303990293556,0.5871694049358848
1,517593200,500.0,0.8672541688444401,0.5857610992982318
