"run","isIntentional","HABIT_THRESHOLD_ABSOLUTE","eater1Count","OPENNESS_AVG_STRENGTH","isEvaluated","SELFE_AVG_STRENGTH","selfEbeta","CONSERVATION_AVG_STRENGTH","selfTk","SELFT_AVG_STRENGTH","vegetarianVenueCount","mixedVenueCount","diningOutPercent","weightVegEatingAction","filterOnAffordances","selfTbeta","isUpdatedPHistory","selfEk","randomSeed","filterOnHabits","OUTSIDE_CONTEXT","endTime","HABIT_THRESHOLD_RELATIVE","weightMeatEatingAction","meatVenueCount"
1,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.0,500.0,0.0,1.0,1
5,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.0,500.0,0.4,1.0,1
9,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.0,500.0,0.8,1.0,1
13,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.1,500.0,0.1,1.0,1
17,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.1,500.0,0.5,1.0,1
21,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.1,500.0,0.9,1.0,1
25,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.2,500.0,0.2,1.0,1
29,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.2,500.0,0.6,1.0,1
33,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.2,500.0,1.0,1.0,1
37,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.3,500.0,0.3,1.0,1
41,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.3,500.0,0.7,1.0,1
45,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.4,500.0,0.0,1.0,1
49,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.4,500.0,0.4,1.0,1
53,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.4,500.0,0.8,1.0,1
57,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.5,500.0,0.1,1.0,1
61,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.5,500.0,0.5,1.0,1
65,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.5,500.0,0.9,1.0,1
69,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.6,500.0,0.2,1.0,1
73,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.6,500.0,0.6,1.0,1
77,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.6,500.0,1.0,1.0,1
81,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.7,500.0,0.3,1.0,1
85,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.7,500.0,0.7,1.0,1
89,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.8,500.0,0.0,1.0,1
93,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.8,500.0,0.4,1.0,1
97,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.8,500.0,0.8,1.0,1
101,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.9,500.0,0.1,1.0,1
105,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.9,500.0,0.5,1.0,1
109,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",0.9,500.0,0.9,1.0,1
113,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",1.0,500.0,0.2,1.0,1
117,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",1.0,500.0,0.6,1.0,1
121,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,1,"false",1.0,500.0,1.0,1.0,1
125,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.0,500.0,0.3,1.0,1
129,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.0,500.0,0.7,1.0,1
133,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.1,500.0,0.0,1.0,1
137,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.1,500.0,0.4,1.0,1
141,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.1,500.0,0.8,1.0,1
145,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.2,500.0,0.1,1.0,1
149,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.2,500.0,0.5,1.0,1
153,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.2,500.0,0.9,1.0,1
157,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.3,500.0,0.2,1.0,1
161,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.3,500.0,0.6,1.0,1
165,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.3,500.0,1.0,1.0,1
169,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.4,500.0,0.3,1.0,1
173,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.4,500.0,0.7,1.0,1
177,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.5,500.0,0.0,1.0,1
181,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.5,500.0,0.4,1.0,1
185,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.5,500.0,0.8,1.0,1
189,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.6,500.0,0.1,1.0,1
193,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.6,500.0,0.5,1.0,1
197,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.6,500.0,0.9,1.0,1
201,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.7,500.0,0.2,1.0,1
205,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.7,500.0,0.6,1.0,1
209,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.7,500.0,1.0,1.0,1
213,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.8,500.0,0.3,1.0,1
217,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.8,500.0,0.7,1.0,1
221,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.9,500.0,0.0,1.0,1
225,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.9,500.0,0.4,1.0,1
229,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",0.9,500.0,0.8,1.0,1
233,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",1.0,500.0,0.1,1.0,1
237,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",1.0,500.0,0.5,1.0,1
241,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,2,"false",1.0,500.0,0.9,1.0,1
245,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.0,500.0,0.2,1.0,1
249,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.0,500.0,0.6,1.0,1
253,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.0,500.0,1.0,1.0,1
257,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.1,500.0,0.3,1.0,1
261,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.1,500.0,0.7,1.0,1
265,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.2,500.0,0.0,1.0,1
269,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.2,500.0,0.4,1.0,1
273,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.2,500.0,0.8,1.0,1
277,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.3,500.0,0.1,1.0,1
281,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.3,500.0,0.5,1.0,1
285,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.3,500.0,0.9,1.0,1
289,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.4,500.0,0.2,1.0,1
293,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.4,500.0,0.6,1.0,1
297,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.4,500.0,1.0,1.0,1
301,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.5,500.0,0.3,1.0,1
305,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.5,500.0,0.7,1.0,1
309,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.6,500.0,0.0,1.0,1
313,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.6,500.0,0.4,1.0,1
317,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.6,500.0,0.8,1.0,1
321,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.7,500.0,0.1,1.0,1
325,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.7,500.0,0.5,1.0,1
329,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.7,500.0,0.9,1.0,1
333,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.8,500.0,0.2,1.0,1
337,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.8,500.0,0.6,1.0,1
341,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.8,500.0,1.0,1.0,1
345,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.9,500.0,0.3,1.0,1
349,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",0.9,500.0,0.7,1.0,1
353,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",1.0,500.0,0.0,1.0,1
357,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",1.0,500.0,0.4,1.0,1
361,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,3,"false",1.0,500.0,0.8,1.0,1
365,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.0,500.0,0.1,1.0,1
369,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.0,500.0,0.5,1.0,1
373,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.0,500.0,0.9,1.0,1
377,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.1,500.0,0.2,1.0,1
381,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.1,500.0,0.6,1.0,1
385,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.1,500.0,1.0,1.0,1
389,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.2,500.0,0.3,1.0,1
393,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.2,500.0,0.7,1.0,1
397,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.3,500.0,0.0,1.0,1
401,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.3,500.0,0.4,1.0,1
405,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.3,500.0,0.8,1.0,1
409,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.4,500.0,0.1,1.0,1
413,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.4,500.0,0.5,1.0,1
417,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.4,500.0,0.9,1.0,1
421,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.5,500.0,0.2,1.0,1
425,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.5,500.0,0.6,1.0,1
429,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.5,500.0,1.0,1.0,1
433,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.6,500.0,0.3,1.0,1
437,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.6,500.0,0.7,1.0,1
441,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.7,500.0,0.0,1.0,1
445,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.7,500.0,0.4,1.0,1
449,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.7,500.0,0.8,1.0,1
453,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.8,500.0,0.1,1.0,1
457,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.8,500.0,0.5,1.0,1
461,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.8,500.0,0.9,1.0,1
465,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.9,500.0,0.2,1.0,1
469,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.9,500.0,0.6,1.0,1
473,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",0.9,500.0,1.0,1.0,1
477,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",1.0,500.0,0.3,1.0,1
481,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,4,"false",1.0,500.0,0.7,1.0,1
485,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.0,500.0,0.0,1.0,1
489,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.0,500.0,0.4,1.0,1
493,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.0,500.0,0.8,1.0,1
497,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.1,500.0,0.1,1.0,1
501,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.1,500.0,0.5,1.0,1
505,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.1,500.0,0.9,1.0,1
509,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.2,500.0,0.2,1.0,1
513,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.2,500.0,0.6,1.0,1
517,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.2,500.0,1.0,1.0,1
521,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.3,500.0,0.3,1.0,1
525,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.3,500.0,0.7,1.0,1
529,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.4,500.0,0.0,1.0,1
533,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.4,500.0,0.4,1.0,1
537,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.4,500.0,0.8,1.0,1
541,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.5,500.0,0.1,1.0,1
545,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.5,500.0,0.5,1.0,1
549,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.5,500.0,0.9,1.0,1
553,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.6,500.0,0.2,1.0,1
557,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.6,500.0,0.6,1.0,1
561,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.6,500.0,1.0,1.0,1
565,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.7,500.0,0.3,1.0,1
569,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.7,500.0,0.7,1.0,1
573,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.8,500.0,0.0,1.0,1
577,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.8,500.0,0.4,1.0,1
581,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.8,500.0,0.8,1.0,1
585,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.9,500.0,0.1,1.0,1
589,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.9,500.0,0.5,1.0,1
593,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",0.9,500.0,0.9,1.0,1
597,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",1.0,500.0,0.2,1.0,1
601,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",1.0,500.0,0.6,1.0,1
605,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,5,"false",1.0,500.0,1.0,1.0,1
609,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.0,500.0,0.3,1.0,1
613,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.0,500.0,0.7,1.0,1
617,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.1,500.0,0.0,1.0,1
621,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.1,500.0,0.4,1.0,1
625,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.1,500.0,0.8,1.0,1
629,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.2,500.0,0.1,1.0,1
633,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.2,500.0,0.5,1.0,1
637,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.2,500.0,0.9,1.0,1
641,"false",0.0,30,0.5,"false",0.5,0.1,0.5,0.25,0.5,1,2,100,1.0,"false",0.1,"true",0.25,6,"false",0.3,500.0,0.2,1.0,1
